,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
525607,17,4,728,715,1148,1130,200,195,177,18,13,PHX,ORD,1440,10,13,0,0,0,18,0,0
525673,17,4,1454,1435,1713,1640,139,125,123,33,19,BNA,DFW,631,7,9,0,0,0,14,0,19
525797,17,4,838,815,1210,1155,152,160,133,15,23,DFW,MIA,1121,5,14,0,15,0,0,0,0
525890,17,4,1634,1615,2142,2120,188,185,154,22,19,LAX,DFW,1235,19,15,0,5,0,3,0,14
525921,17,4,1427,1405,1554,1530,87,85,54,24,22,SFO,LAX,337,10,23,0,0,9,2,0,13
525952,17,4,1340,1245,1445,1405,125,140,108,40,55,DFW,EGE,720,4,13,0,0,0,0,0,40
526048,17,4,1946,1735,2305,2045,139,130,113,140,131,LAX,EGE,748,5,21,0,3,0,9,0,128
526078,17,4,1832,1740,2124,2030,172,170,156,54,52,ORD,AUS,978,5,11,0,0,20,2,0,32
526140,17,4,844,830,1446,1425,242,235,215,21,14,SNA,ORD,1726,7,20,0,0,0,21,0,0
526326,17,4,956,830,1251,1150,115,140,96,61,86,EGE,DFW,720,4,15,0,61,0,0,0,0
526351,17,4,1808,1720,2003,1915,175,175,153,48,48,DFW,JAC,1046,4,18,0,22,0,0,0,26
526436,17,4,929,920,1216,1150,167,150,140,26,9,ORD,DFW,802,5,22,0,0,9,17,0,0
526467,17,4,1043,1015,1406,1245,203,150,138,81,28,ORD,DFW,802,10,55,0,0,28,53,0,0
526498,17,4,1648,1530,2030,1910,162,160,135,80,78,HDN,ORD,1009,6,21,0,0,0,49,0,31
526626,17,4,1407,1300,1652,1530,165,150,146,82,67,ORD,DFW,802,8,11,0,0,20,15,0,47
526657,17,4,818,755,1058,1010,160,135,130,48,23,DFW,ORD,802,7,23,0,0,0,48,0,0
526719,17,4,1412,1345,1705,1620,173,155,148,45,27,ORD,DFW,802,9,16,0,0,20,18,0,7
526750,17,4,2023,1805,2217,2020,234,255,211,117,138,ORD,PSP,1652,4,19,0,22,0,0,0,95
526812,17,4,1545,1500,1842,1735,177,155,142,67,45,ORD,DFW,802,11,24,0,0,19,22,0,26
526843,17,4,1018,1000,1307,1215,169,135,126,52,18,DFW,ORD,802,7,36,0,0,0,49,0,3
526874,17,4,1902,1540,2201,1815,179,155,147,226,202,ORD,DFW,802,12,20,0,0,5,24,0,197
526905,17,4,1129,1055,1428,1315,179,140,111,73,34,DFW,ORD,802,8,60,0,0,0,73,0,0
526934,17,4,1529,1400,1838,1715,129,135,97,83,89,ORD,BOS,867,9,23,0,58,12,0,0,13
526961,17,4,1953,1630,2237,1905,164,155,142,212,203,ORD,DFW,802,6,16,0,0,15,9,0,188
527021,17,4,1304,1155,1527,1415,143,140,119,72,69,DFW,ORD,802,10,14,0,0,0,60,0,12
527052,17,4,1909,1805,2151,2040,162,155,138,71,64,ORD,DFW,802,6,18,0,0,14,7,0,50
527141,17,4,1509,1330,1714,1555,125,145,101,79,99,DFW,ORD,802,9,15,0,0,0,18,0,61
527265,17,4,1807,1510,2051,1729,164,139,103,202,177,DFW,ORD,802,8,53,0,0,0,52,0,150
527296,17,4,2332,2015,208,2245,156,150,134,203,197,ORD,DFW,802,8,14,0,0,30,6,0,167
527327,17,4,1803,1615,2058,1840,175,145,101,138,108,DFW,ORD,802,10,64,0,0,0,61,0,77
527358,17,4,2243,1935,2356,2105,73,90,55,171,188,ORD,MSP,334,3,15,0,0,0,3,0,168
527387,17,4,11,2100,307,2325,176,145,132,222,191,ORD,DFW,802,4,40,0,0,13,31,0,178
527416,17,4,1318,1250,1511,1440,173,170,148,31,28,ORD,HDN,1009,4,21,0,0,15,3,0,13
527447,17,4,2040,1710,2319,1935,159,145,100,224,210,DFW,ORD,802,7,52,0,0,0,189,0,35
527476,17,4,2355,2020,250,2310,115,110,90,220,215,ORD,RDU,647,5,20,0,0,0,6,0,214
527503,17,4,2004,1825,2320,2045,196,140,99,155,99,DFW,ORD,802,5,92,0,0,0,155,0,0
527593,17,4,1945,1905,2344,2125,239,140,98,139,40,DFW,ORD,802,9,132,0,0,0,139,0,0
527622,17,4,2143,1955,26,2210,163,135,102,136,108,DFW,ORD,802,9,52,0,0,0,136,0,0
527682,17,4,2245,2130,37,2335,112,125,92,62,75,DFW,ORD,802,5,15,0,0,0,3,0,59
527737,17,4,1302,1130,1656,1510,174,160,134,106,92,EGE,ORD,1007,6,34,0,0,0,106,0,0
527768,17,4,1806,1605,2157,2005,171,180,153,112,121,ORD,MIA,1197,5,13,0,0,23,0,0,89
527846,17,4,1624,1605,1929,1845,185,160,141,44,19,LGA,ATL,761,12,32,0,9,0,25,0,10
527875,17,4,2005,1925,2230,2140,145,135,105,50,40,ATL,LGA,761,8,32,0,0,0,10,0,40
527904,17,4,803,755,1420,1400,257,245,220,20,8,EGE,EWR,1725,4,33,0,8,0,12,0,0
527935,17,4,1514,1500,1751,1730,277,270,247,21,14,EWR,EGE,1725,4,26,0,0,4,7,0,10
528005,17,4,717,645,838,800,201,195,184,38,32,DFW,LAX,1235,4,13,0,32,0,6,0,0
528034,17,4,2032,1735,2318,2015,166,160,115,183,177,AUS,ORD,978,5,46,0,0,0,167,0,16
528276,17,4,2151,1855,2250,1955,59,60,40,175,176,DFW,TUL,237,3,16,0,147,0,0,0,28
528336,17,4,1833,1825,2357,2340,204,195,190,17,8,SJC,DFW,1438,4,10,0,8,0,9,0,0
528396,17,4,937,855,1436,1400,179,185,148,36,42,LAX,DFW,1235,7,24,0,36,0,0,0,0
528427,17,4,1303,1220,1543,1510,220,230,193,33,43,ORD,PHX,1440,7,20,0,23,2,0,0,8
528736,17,4,126,110,715,600,229,170,150,75,16,LAX,DFW,1235,7,72,0,0,0,59,0,16
528956,17,4,2019,1935,109,25,170,170,145,44,44,LAX,DFW,1235,7,18,0,11,0,0,0,33
529017,17,4,1925,1820,2022,1940,177,200,158,42,65,DFW,LAX,1235,5,14,0,42,0,0,0,0
529048,17,4,2028,1945,2134,2105,186,200,166,29,43,DFW,LAX,1235,6,14,0,11,0,0,0,18
529079,17,4,1733,1655,1926,1850,113,115,95,36,38,STL,DFW,551,5,13,0,28,0,0,0,8
529139,17,4,2150,2110,2254,2230,184,200,162,24,40,DFW,LAX,1235,8,14,0,17,0,0,0,7
529168,17,4,1815,1730,2046,2015,151,165,125,31,45,MSP,DFW,852,15,11,0,10,0,0,0,21
529323,17,4,1313,1140,1635,1415,202,155,162,140,93,AUS,ORD,978,9,31,0,0,0,121,0,19
529354,17,4,1627,1405,1814,1555,167,170,136,139,142,BOS,ORD,867,11,20,0,0,0,113,0,26
529385,17,4,1904,1725,2145,2020,221,235,190,85,99,ORD,PHX,1440,8,23,0,0,0,13,0,72
529447,17,4,25,2240,136,2359,191,199,169,97,105,DFW,LAX,1235,7,15,0,20,0,0,0,77
529478,17,4,2032,1855,2231,2105,179,190,159,86,97,MIA,DFW,1121,4,16,0,8,0,0,0,78
477474,18,5,1204,1130,2047,1959,343,329,287,48,34,SFO,JFK,2586,13,43,0,34,0,14,0,0
477505,18,5,2327,2230,740,645,313,315,287,55,57,SFO,JFK,2586,11,15,0,55,0,0,0,0
477679,18,5,932,735,1247,1059,375,384,355,108,117,BOS,LAX,2611,6,14,0,108,0,0,0,0
478020,18,5,1836,1705,2056,1935,140,150,119,81,91,ORD,DFW,802,3,18,0,53,19,0,0,9
478082,18,5,1016,905,1517,1425,541,560,525,52,71,ORD,HNL,4243,3,13,0,52,0,0,0,0
478764,18,5,1708,1650,2055,2025,347,335,319,30,18,LAX,OGG,2486,6,22,0,7,0,12,0,11
479119,18,5,1852,1840,2249,2215,417,395,382,34,12,BOS,SFO,2704,8,27,0,12,0,22,0,0
479243,18,5,1919,1900,2332,2230,433,390,368,62,19,BOS,LAX,2611,26,39,0,19,0,43,0,0
479274,18,5,1905,1630,2225,1950,380,380,353,155,155,BOS,SAN,2588,2,25,0,86,0,0,0,69
479336,18,5,609,600,1401,1340,292,280,261,21,9,LAX,MIA,2342,8,23,0,9,0,12,0,0
479404,18,5,913,840,1641,1615,268,275,252,26,33,LAX,MCO,2217,4,12,0,3,0,0,0,23
479528,18,5,1419,1355,2206,2140,287,285,257,26,24,LAX,MIA,2342,16,14,0,17,0,2,0,7
479683,18,5,4,2320,803,705,299,285,268,58,44,LAX,FLL,2342,7,24,0,15,0,14,0,29
479776,18,5,1644,1610,1922,1855,338,345,314,27,34,MIA,LAX,2342,6,18,0,13,0,0,0,14
479931,18,5,11,2315,743,700,272,285,257,43,56,LAX,MIA,2342,4,11,0,14,0,0,0,29
480055,18,5,1614,1555,2356,2320,342,325,307,36,19,HNL,LAX,2556,16,19,0,0,0,17,0,19
480179,18,5,1637,1555,1917,1820,220,205,184,57,42,MIA,ORD,1197,17,19,0,42,0,15,0,0
480439,18,5,2316,2250,2400,2335,164,165,145,25,26,DFW,LAS,1055,8,11,0,1,0,0,0,24
480715,18,5,1407,1325,1736,1655,149,150,136,41,42,DFW,RSW,1017,3,10,0,41,0,0,0,0
481200,18,5,1445,1350,1635,1540,170,170,148,55,55,DFW,SLC,988,4,18,0,44,0,0,0,11
481411,18,5,1738,1705,1853,1815,75,70,53,38,33,ORD,STL,258,4,18,0,0,23,15,0,0
481440,18,5,2313,2135,153,30,100,115,81,83,98,ORD,LGA,733,4,15,0,0,0,8,0,75
481525,18,5,1654,1629,1903,1814,189,165,150,49,25,LGA,ORD,733,9,30,0,0,0,24,0,25
481620,18,5,1755,1715,2005,1859,190,164,136,66,40,LGA,ORD,733,18,36,0,0,0,26,0,40
481649,18,5,1814,1600,2035,1840,141,160,116,115,134,AUS,ORD,978,14,11,0,0,0,104,0,11
481678,18,5,2207,1930,58,2240,111,130,80,138,157,ORD,LGA,733,14,17,0,15,0,11,0,112
481707,18,5,1851,1815,2115,1959,204,164,130,76,36,LGA,ORD,733,7,67,0,0,0,74,0,2
481796,18,5,1538,1530,1847,1800,249,210,220,47,8,DCA,DFW,1192,10,19,0,0,8,39,0,0
481827,18,5,1946,1850,2123,2020,217,210,192,63,56,DFW,FAT,1313,4,21,0,19,0,7,0,37
481889,18,5,2025,1815,2320,2125,115,130,90,115,130,ORD,LGA,733,11,14,0,0,0,25,0,90
481920,18,5,2051,2035,2153,2135,182,180,154,18,16,DFW,LAS,1055,11,17,0,16,0,2,0,0
481979,18,5,1338,1300,1825,1805,167,185,150,20,38,BUR,DFW,1231,11,6,0,0,0,0,0,20
482041,18,5,1940,1929,2126,2109,166,160,131,17,11,LGA,ORD,733,7,28,0,0,0,17,0,0
482076,18,5,1959,1735,2256,2045,117,130,91,131,144,ORD,LGA,733,11,15,0,109,22,0,0,0
482136,18,5,1409,1400,1736,1705,267,245,246,31,9,BDL,DFW,1471,7,14,0,9,0,22,0,0
482165,18,5,1829,1750,1924,1850,115,120,94,34,39,DFW,DEN,641,5,16,0,11,0,0,0,23
482222,18,5,1750,1630,2056,1940,126,130,91,76,80,ORD,LGA,733,10,25,0,62,14,0,0,0
482582,18,5,1422,1325,1715,1630,113,125,91,45,57,ORD,LGA,733,10,12,0,0,0,36,0,9
482672,18,5,2136,2035,2321,2235,165,180,155,46,61,SJU,TPA,1237,3,7,0,46,0,0,0,0
482763,18,5,2219,2200,2306,2240,107,100,85,26,19,DFW,ELP,551,4,18,0,19,0,7,0,0
482792,18,5,1731,1725,2118,2050,287,265,246,28,6,JFK,DFW,1391,7,34,0,6,0,22,0,0
483001,18,5,1906,1820,2023,1945,137,145,118,38,46,DFW,TUS,813,3,16,0,16,0,0,0,22
483032,18,5,1553,1525,1812,1735,199,190,173,37,28,RDU,DFW,1062,9,17,0,7,0,9,0,21
483125,18,5,1055,1035,1142,1120,107,105,84,22,20,DFW,ELP,551,5,18,0,20,0,2,0,0
483214,18,5,911,840,1114,1040,243,240,221,34,31,STL,SAN,1558,3,19,0,31,0,3,0,0
483449,18,5,2134,2125,2303,2245,149,140,129,18,9,LGA,ORD,733,5,15,0,0,0,9,0,9
483624,18,5,748,650,848,750,60,60,34,58,58,MIA,MCO,193,5,21,0,58,0,0,0,0
483709,18,5,2117,2040,2352,2330,95,110,76,22,37,ORD,PHL,678,4,15,0,0,0,1,0,21
483740,18,5,1903,1755,2041,1955,98,120,76,46,68,TUL,ORD,585,8,14,0,0,0,17,0,29
483973,18,5,1502,1325,1559,1425,57,60,33,94,97,AUS,DFW,190,13,11,0,0,3,0,0,91
484004,18,5,1646,1510,1729,1605,43,55,28,84,96,DFW,OKC,175,3,12,0,11,0,0,0,73
484035,18,5,930,735,1117,915,167,160,128,122,115,EWR,ORD,719,11,28,0,115,0,7,0,0
484308,18,5,1932,1915,2130,2025,118,70,41,65,17,IAH,DFW,224,27,50,0,0,0,48,0,17
484362,18,5,2002,1815,2109,1945,67,90,49,84,107,MSP,ORD,334,5,13,0,80,0,0,0,4
484453,18,5,1538,1515,2027,2005,229,230,199,22,23,BOS,SJU,1674,6,24,0,0,0,0,0,22
484484,18,5,2002,1850,2326,2225,144,155,130,61,72,DFW,FLL,1119,3,11,0,61,0,0,0,0
484639,18,5,36,2230,158,2330,142,120,108,148,126,MIA,MSY,674,4,30,0,125,0,22,0,1
484670,18,5,1907,1855,2223,2145,196,170,154,38,12,PHL,MIA,1013,12,30,0,0,0,27,0,11
484918,18,5,1942,1815,2243,2105,121,110,85,98,87,ORD,RDU,647,6,30,0,0,7,26,0,65
484949,18,5,1701,1510,1918,1730,257,260,229,108,111,ORD,LAX,1745,8,20,0,35,0,0,0,73
485011,18,5,1646,1640,1810,1755,84,75,39,15,6,IAH,DFW,224,26,19,0,0,0,9,0,6
485132,18,5,1434,1410,1816,1755,162,165,137,21,24,MSY,LGA,1183,12,13,0,6,0,0,0,15
485190,18,5,1912,1850,2055,2040,223,230,202,15,22,DFW,SFO,1464,5,16,0,15,0,0,0,0
485367,18,5,1706,1625,2032,2000,146,155,126,32,41,SLC,DFW,988,7,13,0,0,0,0,0,32
485427,18,5,1431,1310,1715,1620,104,130,90,55,81,DFW,ATL,732,7,7,0,55,0,0,0,0
485458,18,5,1912,1800,2327,2225,195,205,164,62,72,DFW,JFK,1391,13,18,0,62,0,0,0,0
485613,18,5,1755,1735,1852,1835,57,60,41,17,20,DFW,AUS,190,3,13,0,0,3,0,0,14
485764,18,5,1654,1605,2026,1945,152,160,133,41,49,DFW,MIA,1121,5,14,0,4,0,0,0,37
485795,18,5,2235,2100,28,2255,113,115,94,93,95,ORD,TUL,585,5,14,0,0,0,8,0,85
485887,18,5,1627,1525,1748,1705,81,100,63,43,62,DFW,STL,551,3,15,0,43,0,0,0,0
485947,18,5,1144,1100,1304,1220,200,200,182,44,44,DFW,BUR,1231,3,15,0,1,0,0,0,43
486153,18,5,2134,1935,2251,2055,77,80,62,116,119,DFW,MSY,448,2,13,0,32,0,0,0,84
486182,18,5,1928,1750,2026,1850,58,60,40,96,98,OKC,DFW,175,7,11,0,0,0,0,0,96
486304,18,5,956,945,1101,1045,65,60,38,16,11,AUS,DFW,190,13,14,0,0,0,5,0,11
486454,18,5,1605,1540,1737,1710,92,90,79,27,25,DFW,MFE,468,3,10,0,20,0,2,0,5
486485,18,5,1312,1255,1510,1450,118,115,100,20,17,STL,DFW,551,8,10,0,0,0,3,0,17
486818,18,5,1307,1245,1546,1530,99,105,84,16,22,MSY,MIA,674,4,11,0,9,0,0,0,7
486849,18,5,1158,1150,1533,1515,215,205,186,18,8,BOS,MIA,1258,15,14,0,7,0,10,0,1
486878,18,5,1917,1740,2137,2020,140,160,119,77,97,SAT,ORD,1041,7,14,0,0,0,66,0,11
486967,18,5,2227,2205,2335,2310,188,185,163,25,22,DFW,SAN,1171,4,21,0,22,0,3,0,0
487027,18,5,1051,1015,1620,1545,209,210,187,35,36,LAS,ORD,1515,7,15,0,9,0,0,0,26
487056,18,5,1823,1740,1922,1835,179,175,155,47,43,DFW,LAS,1055,9,15,0,43,0,4,0,0
487178,18,5,2015,1915,2349,2215,214,180,167,94,60,LGA,TPA,1011,3,44,0,7,0,34,0,53
487209,18,5,1211,1140,1425,1355,254,255,223,30,31,DFW,SEA,1660,9,22,0,0,0,0,0,30
487424,18,5,1649,1635,2300,2240,251,245,218,20,14,SFO,ORD,1846,6,27,0,0,0,10,0,10
487453,18,5,1716,1640,1927,1900,251,260,229,27,36,ORD,LAX,1745,5,17,0,12,15,0,0,0
487711,18,5,1617,1600,1758,1730,161,150,127,28,17,ATL,DFW,732,20,14,0,11,0,11,0,6
487870,18,5,1454,1435,1602,1545,68,70,50,17,19,DFW,SAT,247,6,12,0,17,0,0,0,0
487956,18,5,2050,2015,2321,2259,91,104,73,22,35,ORD,DCA,612,3,15,0,0,0,4,0,18
487987,18,5,1357,1320,2003,1929,246,249,207,34,37,SAN,ORD,1723,22,17,0,4,0,0,0,30
488076,18,5,1523,1415,1701,1600,158,165,141,61,68,MIA,STL,1068,3,14,0,7,0,0,0,54
488160,18,5,2149,2110,23,2359,154,169,125,24,39,MIA,JFK,1090,4,25,0,24,0,0,0,0
488309,18,5,1931,1520,2156,1805,205,225,189,231,251,ORD,PHX,1440,5,11,0,231,0,0,0,0
488336,18,5,1838,1750,2114,2030,96,100,82,44,48,STL,RDU,667,3,11,0,9,0,0,0,35
488363,18,5,1946,1900,2314,2200,208,180,176,74,46,ORD,SAT,1041,13,19,0,0,32,36,0,6
488481,18,5,5,1855,321,2220,136,145,118,301,310,FLL,SJU,1046,4,14,0,242,0,0,0,59
488632,18,5,1907,1835,2302,2210,235,215,173,52,32,JFK,MIA,1090,7,55,0,32,0,20,0,0
488694,18,5,1211,1145,1720,1700,189,195,160,20,26,RNO,DFW,1345,20,9,0,0,0,0,0,20
488887,18,5,1449,1355,1729,1650,160,175,135,39,54,FLL,LGA,1076,7,18,0,0,0,5,0,34
488949,18,5,1258,1225,1520,1500,142,155,114,20,33,MCO,JFK,944,6,22,0,4,0,0,0,16
489100,18,5,1722,1705,1825,1810,123,125,101,15,17,MIA,MSY,674,6,16,0,14,0,0,0,1
489282,18,5,1057,1040,1404,1340,127,120,80,24,17,DEN,DFW,641,27,20,0,0,0,7,0,17
489370,18,5,807,800,1115,1055,248,235,221,20,7,SJU,JFK,1597,9,18,0,7,0,13,0,0
489546,18,5,2203,2140,2248,2230,105,110,88,18,23,DFW,ABQ,569,5,12,0,16,0,0,0,2
489633,18,5,1541,1440,1707,1610,86,90,67,57,61,DFW,MCI,460,5,14,0,11,0,0,0,46
489664,18,5,1308,1200,1454,1350,166,170,147,64,68,TPA,DFW,929,7,12,0,3,0,0,0,61
489972,18,5,2140,2120,105,35,145,135,119,30,20,DFW,TPA,929,5,21,0,4,0,10,0,16
490032,18,5,2122,1425,38,1750,136,145,116,408,417,DFW,MCO,984,5,15,0,403,0,0,0,5
490094,18,5,1758,1700,2004,1910,246,250,228,54,58,DFW,PDX,1616,2,16,0,29,0,0,0,25
490218,18,5,2029,2010,28,5,179,175,158,23,19,ORD,MIA,1197,7,14,0,0,0,16,0,7
490373,18,5,1125,920,1316,1110,171,170,153,126,125,DFW,SLC,988,6,12,0,111,0,1,0,14
490404,18,5,800,600,1031,835,151,155,125,116,120,MSP,DFW,852,5,21,0,116,0,0,0,0
490466,18,5,1323,1255,1656,1555,213,180,167,61,28,MIA,EWR,1086,7,39,0,0,0,61,0,0
490606,18,5,1046,945,1141,1045,175,180,161,56,61,DFW,PSP,1126,5,9,0,6,0,0,0,50
490730,18,5,1100,1020,1200,1125,120,125,101,35,40,DFW,DEN,641,5,14,0,9,0,0,0,26
490997,18,5,1105,1015,1501,1430,176,195,161,31,50,DFW,LGA,1389,3,12,0,2,0,0,0,29
491048,18,5,1447,1435,1619,1550,152,135,121,29,12,DCA,ORD,612,6,25,0,11,0,17,0,1
491110,18,5,1825,1745,1935,1850,70,65,39,45,40,MIA,TPA,204,3,28,0,12,0,5,0,28
491203,18,5,1434,1410,1554,1520,80,70,54,34,24,DFW,SAT,247,9,17,0,5,0,10,0,19
491234,18,5,1007,959,1349,1325,282,266,242,24,8,LGA,DFW,1389,12,28,0,8,0,16,0,0
491265,18,5,1445,1430,1707,1650,202,200,169,17,15,MIA,ORD,1197,22,11,0,3,0,2,0,12
491717,18,5,1740,1705,2142,2125,182,200,150,17,35,DFW,LGA,1389,8,24,0,0,0,17,0,0
491748,18,5,1219,1130,1659,1615,160,165,140,44,49,PSP,DFW,1126,11,9,0,0,0,0,0,44
491779,18,5,1806,1730,1913,1845,187,195,167,28,36,DFW,LAX,1235,5,15,0,12,0,0,0,16
491872,18,5,1836,1750,2255,2210,199,200,179,45,46,DFW,LGA,1389,8,12,0,0,0,16,0,29
491903,18,5,1640,1600,1745,1705,65,65,39,40,40,SAT,DFW,247,8,18,0,0,0,6,0,34
491965,18,5,1444,1435,1759,1740,255,245,237,19,9,LGA,DFW,1389,5,13,0,9,0,10,0,0
491992,18,5,1602,1515,1953,1820,291,245,252,93,47,LGA,DFW,1389,27,12,0,21,0,46,0,26
492080,18,5,1050,1040,1424,1340,214,180,182,44,10,ORD,SAT,1041,5,27,0,10,0,34,0,0
492109,18,5,2101,2015,2222,2125,81,70,54,57,46,DFW,SAT,247,10,17,0,14,0,11,0,32
492138,18,5,1624,1610,2007,1925,283,255,256,42,14,LGA,DFW,1389,5,22,0,0,0,29,0,13
492252,18,5,2144,2125,2303,2230,79,65,53,33,19,DFW,SAT,247,8,18,0,19,0,14,0,0
492312,18,5,610,600,1220,1200,250,240,216,20,10,LAX,ORD,1745,6,28,0,10,0,10,0,0
492466,18,5,1416,1340,1613,1545,177,185,156,28,36,RSW,ORD,1120,8,13,0,26,0,0,0,2
492590,18,5,1057,1020,1313,1240,256,260,240,33,37,ORD,SAN,1723,2,14,0,15,0,0,0,18
492652,18,5,2053,1950,38,2330,165,160,145,68,63,ORD,TPA,1012,4,16,0,0,0,26,0,42
492683,18,5,1903,1840,2225,2140,262,240,230,45,23,LGA,DFW,1389,4,28,0,23,0,22,0,0
492805,18,5,1605,1550,1746,1730,161,160,140,16,15,ORD,DEN,888,7,14,0,0,0,16,0,0
492832,18,5,2104,2045,21,2335,257,230,229,46,19,LGA,DFW,1389,4,24,0,19,0,27,0,0
492861,18,5,2150,2110,23,2355,213,225,198,28,40,SJU,BWI,1565,5,10,0,0,0,0,0,28
493013,18,5,2240,1900,232,2310,172,190,158,202,220,PHX,ORD,1440,6,8,0,0,0,0,0,202
493042,18,5,1242,1205,1533,1500,111,115,83,33,37,DEN,DFW,641,13,15,0,2,0,0,0,31
493259,18,5,1318,1310,1944,1859,266,229,225,45,8,PSP,ORD,1652,30,11,0,3,0,37,0,5
493574,18,5,2020,2005,2115,2100,115,115,90,15,15,DFW,COS,592,10,15,0,15,0,0,0,0
494138,18,5,2257,2155,57,2359,60,64,40,58,62,ORD,DTW,235,6,14,0,0,0,21,0,37
494169,18,5,935,900,1347,1245,192,165,151,62,35,MCO,SJU,1189,6,35,0,0,0,27,0,35
494324,18,5,1237,1210,1604,1545,147,155,127,19,27,MIA,SJU,1045,7,13,0,8,0,0,0,11
494475,18,5,1156,1120,1649,1615,173,175,154,34,36,SAN,DFW,1171,6,13,0,2,0,0,0,32
494506,18,5,1947,1810,2050,1915,183,185,157,95,97,DFW,PSP,1126,6,20,0,33,0,0,0,62
494534,18,5,1502,1420,1833,1720,271,240,236,73,42,EWR,DFW,1372,16,19,0,42,0,31,0,0
494636,18,5,1516,1425,1726,1645,130,140,106,41,51,DFW,MSP,852,11,13,0,18,0,0,0,23
494694,18,5,1918,1815,2156,2045,278,270,233,71,63,ORD,LAX,1745,11,34,0,0,0,46,0,25
494814,18,5,2144,2125,2316,2300,92,95,68,16,19,DFW,STL,551,3,21,0,3,0,0,0,13
494843,18,5,1605,1555,2056,2030,171,155,139,26,10,LAS,DFW,1055,10,22,0,9,0,16,0,1
494995,18,5,1747,1720,1939,1915,172,175,142,24,27,MCO,DFW,984,15,15,0,5,0,0,0,19
495024,18,5,2050,2000,2341,2225,231,205,217,76,50,DCA,DFW,1192,4,10,0,0,6,30,0,40
495115,18,5,2140,2050,2239,2155,59,65,35,44,50,MIA,MCO,193,5,19,0,8,0,0,0,36
495146,18,5,1435,1355,1644,1545,189,170,142,59,40,SJU,MIA,1045,12,35,0,0,0,19,0,40
495232,18,5,725,715,1113,1055,168,160,136,18,10,DFW,MIA,1121,11,21,0,10,0,8,0,0
495419,18,5,1732,1720,1856,1830,84,70,59,26,12,DFW,IAH,224,10,15,0,0,0,26,0,0
495537,18,5,856,815,1225,1120,209,185,178,65,41,LGA,TPA,1011,9,22,0,41,0,24,0,0
495599,18,5,1708,1640,2007,1945,299,305,278,22,28,MIA,PHX,1972,8,13,0,9,0,0,0,13
495729,18,5,2016,1930,2108,2030,52,60,38,38,46,TPA,MIA,204,6,8,0,1,0,0,0,37
495871,18,5,1904,1820,2133,2105,329,345,309,28,44,MIA,LAX,2342,4,16,0,28,0,0,0,0
496057,18,5,1400,1215,1933,1735,213,200,190,118,105,SJC,AUS,1476,6,17,0,14,0,13,0,91
496208,18,5,1918,1840,2030,1945,132,125,96,45,38,DFW,DEN,641,17,19,0,7,0,7,0,31
496239,18,5,1739,1725,2102,2020,143,115,92,42,14,DEN,DFW,641,12,39,0,0,6,28,0,8
496332,18,5,1231,1210,1543,1525,132,135,111,18,21,STL,LGA,887,5,16,0,0,0,18,0,0
496391,18,5,2034,1850,2309,2105,215,195,185,124,104,ORD,ELP,1236,3,27,0,0,0,24,0,100
496422,18,5,1239,1225,1413,1355,94,90,64,18,14,DFW,MCI,460,9,21,0,10,0,4,0,4
496453,18,5,1745,1720,1825,1805,100,105,82,20,25,DFW,ELP,551,2,16,0,20,0,0,0,0
496878,18,5,1847,1655,2219,2035,152,160,129,104,112,DFW,MIA,1121,3,20,0,84,0,0,0,20
496909,18,5,1255,1105,1740,1600,165,175,146,100,110,SNA,DFW,1205,6,13,0,6,0,0,0,94
496971,18,5,1101,835,1515,1235,194,180,162,160,146,ORD,MIA,1197,4,28,0,145,0,14,0,1
497269,18,5,2009,1930,2143,2105,214,215,190,38,39,DFW,RNO,1345,7,17,0,7,0,0,0,31
497300,18,5,1741,1650,1927,1835,106,105,81,52,51,MCI,DFW,460,11,14,0,0,0,1,0,51
497331,18,5,1930,1800,1950,1815,80,75,48,95,90,IND,ORD,177,5,27,0,0,0,95,0,0
497362,18,5,2034,1905,26,2300,172,175,152,86,89,ORD,PBI,1144,3,17,0,0,0,9,0,77
497482,18,5,2159,1955,2318,2115,139,140,117,123,124,DFW,TUS,813,6,16,0,42,0,0,0,81
497513,18,5,1655,1645,2030,2000,155,135,129,30,10,STL,MCO,880,4,22,0,0,0,20,0,10
497666,18,5,1852,1825,2117,2020,205,175,162,57,27,CLT,DFW,936,17,26,0,20,0,30,0,7
497695,18,5,2201,2105,2253,2205,112,120,91,48,56,DFW,DEN,641,11,10,0,8,0,0,0,40
497965,18,5,2024,2005,2234,2150,190,165,158,44,19,BOS,ORD,867,18,14,0,0,0,25,0,19
498056,18,5,1938,1910,2107,2045,89,95,70,22,28,DFW,STL,551,3,16,0,0,0,2,0,20
498087,18,5,1721,1625,1900,1815,159,170,140,45,56,TPA,DFW,929,9,10,0,0,0,0,0,45
498180,18,5,2155,2010,37,2230,162,140,141,127,105,ORD,MSY,837,3,18,0,0,0,32,0,95
498237,18,5,659,600,1425,1320,266,260,242,65,59,LAS,MIA,2175,5,19,0,59,0,6,0,0
498635,18,5,1215,1200,1354,1335,99,95,77,19,15,MSY,DFW,448,10,12,0,10,0,4,0,5
